## Groundwater Waterlevel Information
##
## Recorded on              December 25, 2023
##
site_id	site_no	agency_cd	coop_site_no	cdwr_id	lev_va	lev_acy_cd	lev_dtm	lev_dt	lev_tm	lev_tz_cd	lev_dt_acy_cd	lev_str_dt	lev_status_cd	lev_meth_cd	lev_agency_cd	lev_src_cd	lev_web_cd
413640121124301	413640121124301	USGS			330.50	2	2014-01-08 21:42 UTC	2014-01-08	13:42	PST	m	2014-01-08 13:42		V	USGS	S	Y
413640121124301	413640121124301	USGS			331.58	2	2014-04-02 18:04 UTC	2014-04-02	10:04	PST	m	2014-04-02 10:04		V	USGS	S	Y
413640121124301	413640121124301	USGS			333.70	2	2014-07-09 19:56 UTC	2014-07-09	11:56	PST	m	2014-07-09 11:56		V	USGS	S	Y
413640121124301	413640121124301	USGS			334.36	2	2014-10-02 21:08 UTC	2014-10-02	13:08	PST	m	2014-10-02 13:08		V	USGS	S	Y
413640121124301	413640121124301	USGS			328.60	2	2015-04-02 19:54 UTC	2015-04-02	11:54	PST	m	2015-04-02 11:54		V	USGS	S	Y
413640121124301	413640121124301	USGS			332.91	2	2015-07-08 20:29 UTC	2015-07-08	12:29	PST	m	2015-07-08 12:29		V	USGS	S	Y
413640121124301	413640121124301	USGS			335.09	2	2015-10-07 20:00 UTC	2015-10-07	12:00	PST	m	2015-10-07 12:00		V	USGS	S	Y
413640121124301	413640121124301	USGS			334.26	2	2016-01-06 23:02 UTC	2016-01-06	15:02	PST	m	2016-01-06 15:02		V	USGS	S	Y
413640121124301	413640121124301	USGS			302.81	2	2016-04-06 20:53 UTC	2016-04-06	12:53	PST	m	2016-04-06 12:53		V	USGS	S	Y
413640121124301	413640121124301	USGS			306.18	2	2016-07-07 23:11 UTC	2016-07-07	15:11	PST	m	2016-07-07 15:11		V	USGS	S	Y
413640121124301	413640121124301	USGS			317.94	2	2016-10-05 19:29 UTC	2016-10-05	11:29	PST	m	2016-10-05 11:29		V	USGS	S	Y
413640121124301	413640121124301	USGS			323.90	2	2017-01-12 23:17 UTC	2017-01-12	15:17	PST	m	2017-01-12 15:17		V	USGS	S	Y
413640121124301	413640121124301	USGS			275.29	2	2017-07-11 22:02 UTC	2017-07-11	14:02	PST	m	2017-07-11 14:02		V	USGS	S	Y
413640121124301	413640121124301	USGS			280.63	2	2017-10-03 18:06 UTC	2017-10-03	10:06	PST	m	2017-10-03 10:06		V	USGS	S	Y
413640121124301	413640121124301	USGS			291.02	2	2018-01-09 18:38 UTC	2018-01-09	10:38	PST	m	2018-01-09 10:38		V	USGS	S	Y
413640121124301	413640121124301	USGS			298.35	2	2018-04-03 17:50 UTC	2018-04-03	09:50	PST	m	2018-04-03 09:50		V	USGS	S	Y
413640121124301	413640121124301	USGS			300.23	2	2018-07-10 18:48 UTC	2018-07-10	10:48	PST	m	2018-07-10 10:48		V	USGS	S	Y
413640121124301	413640121124301	USGS			306.35	2	2018-10-02 18:16 UTC	2018-10-02	10:16	PST	m	2018-10-02 10:16		V	USGS	S	Y
413640121124301	413640121124301	USGS			315.66	2	2019-01-29 19:00 UTC	2019-01-29	11:00	PST	m	2019-01-29 11:00		V	USGS	S	Y
413640121124301	413640121124301	USGS			298.55	2	2019-04-02 18:19 UTC	2019-04-02	10:19	PST	m	2019-04-02 10:19		V	USGS	S	Y
413640121124301	413640121124301	USGS			293.45	2	2019-07-09 18:55 UTC	2019-07-09	10:55	PST	m	2019-07-09 10:55		V	USGS	S	Y
413640121124301	413640121124301	USGS			297.60	2	2019-10-08 19:12 UTC	2019-10-08	11:12	PST	m	2019-10-08 11:12		V	USGS	S	Y
413640121124301	413640121124301	USGS			306.35	2	2020-01-07 19:08 UTC	2020-01-07	11:08	PST	m	2020-01-07 11:08		V	USGS	S	Y
413640121124301	413640121124301	USGS			318.33	2	2020-07-07 17:45 UTC	2020-07-07	09:45	PST	m	2020-07-07 09:45		V	USGS	S	Y
413640121124301	413640121124301	USGS			322.60	2	2020-10-06 18:06 UTC	2020-10-06	10:06	PST	m	2020-10-06 10:06		V	USGS	S	Y
413640121124301	413640121124301	USGS			324.84	2	2021-01-06 19:55 UTC	2021-01-06	11:55	PST	m	2021-01-06 11:55		V	USGS	S	Y
413640121124301	413640121124301	USGS			325.21	2	2021-04-09 16:33 UTC	2021-04-09	08:33	PST	m	2021-04-09 08:33		V	USGS	S	Y
413640121124301	413640121124301	USGS			327.62	2	2021-07-13 16:55 UTC	2021-07-13	08:55	PST	m	2021-07-13 08:55		V	USGS	S	Y
413640121124301	413640121124301	USGS			329.50	2	2021-10-05 16:40 UTC	2021-10-05	08:40	PST	m	2021-10-05 08:40		V	USGS	S	Y
413640121124301	413640121124301	USGS			330.32	2	2022-01-11 17:58 UTC	2022-01-11	09:58	PST	m	2022-01-11 09:58		V	USGS	S	Y
413640121124301	413640121124301	USGS			330.91	2	2022-04-05 17:46 UTC	2022-04-05	09:46	PST	m	2022-04-05 09:46		V	USGS	S	Y
413640121124301	413640121124301	USGS			331.90	2	2022-07-12 16:56 UTC	2022-07-12	08:56	PST	m	2022-07-12 08:56		V	USGS	S	Y
413640121124301	413640121124301	USGS			333.44	2	2022-10-18 17:07 UTC	2022-10-18	09:07	PST	m	2022-10-18 09:07		V	USGS	S	Y
413640121124301	413640121124301	USGS			332.38	2	2023-01-10 18:18 UTC	2023-01-10	10:18	PST	m	2023-01-10 10:18		V	USGS	S	Y
413640121124301	413640121124301	USGS			308.85	2	2023-04-07 16:52 UTC	2023-04-07	08:52	PST	m	2023-04-07 08:52		V	USGS	S	Y
413640121124301	413640121124301	USGS			303.33	2	2023-07-11 17:26 UTC	2023-07-11	09:26	PST	m	2023-07-11 09:26		V	USGS	S	Y
413640121124301	413640121124301	USGS			312.49	2	2023-10-03 17:03 UTC	2023-10-03	09:03	PST	m	2023-10-03 09:03		V	USGS	S	Y
413804121581501	413804121581501	USGS			292.00	1	1967-11-20 12:00 UTC	1967-11-20			D	1967-11-20		L	USGS	S	Y
413804121581501	413804121581501	USGS			279.38	2	2000-06-05 19:35 UTC	2000-06-05	11:35	PST	m	2000-06-05 11:35		S	USGS	S	Y
413804121581501	413804121581501	USGS			269.20	2	2001-04-03 17:22 UTC	2001-04-03	09:22	PST	m	2001-04-03 09:22		V	USGS	S	Y
413804121581501	413804121581501	USGS			304.72	2	2001-07-18 17:21 UTC	2001-07-18	09:21	PST	m	2001-07-18 09:21		V	USGS	S	Y
413804121581501	413804121581501	USGS			311.20	1	2001-09-27 21:00 UTC	2001-09-27	13:00	PST	m	2001-09-27 13:00		L	USGS	S	Y
413804121581501	413804121581501	USGS			312.24	2	2001-10-17 16:48 UTC	2001-10-17	08:48	PST	m	2001-10-17 08:48		V	USGS	S	Y
413804121581501	413804121581501	USGS			284.94	2	2002-01-08 18:44 UTC	2002-01-08	10:44	PST	m	2002-01-08 10:44		V	USGS	S	Y
413804121581501	413804121581501	USGS			264.93	2	2002-04-02 17:15 UTC	2002-04-02	09:15	PST	m	2002-04-02 09:15		V	USGS	S	Y
413804121581501	413804121581501	USGS			288.54	2	2002-07-09 16:16 UTC	2002-07-09	08:16	PST	m	2002-07-09 08:16		V	USGS	S	Y
413804121581501	413804121581501	USGS			312.99	2	2002-10-08 17:32 UTC	2002-10-08	09:32	PST	m	2002-10-08 09:32		S	USGS	S	Y
413804121581501	413804121581501	USGS			266.85	2	2003-01-07 20:07 UTC	2003-01-07	12:07	PST	m	2003-01-07 12:07		S	USGS	S	Y
413804121581501	413804121581501	USGS			265.24	2	2003-04-09 16:22 UTC	2003-04-09	08:22	PST	m	2003-04-09 08:22		V	USGS	S	Y
413804121581501	413804121581501	USGS			289.10	2	2003-07-15 17:09 UTC	2003-07-15	09:09	PST	m	2003-07-15 09:09		V	USGS	S	Y
413804121581501	413804121581501	USGS			308.57	2	2003-10-07 17:02 UTC	2003-10-07	09:02	PST	m	2003-10-07 09:02		V	USGS	S	Y
413804121581501	413804121581501	USGS			270.15	2	2004-01-06 18:55 UTC	2004-01-06	10:55	PST	m	2004-01-06 10:55		V	USGS	S	Y
413804121581501	413804121581501	USGS			253.90	2	2004-04-27 22:47 UTC	2004-04-27	14:47	PST	m	2004-04-27 14:47		V	USGS	S	Y
413804121581501	413804121581501	USGS			284.67	2	2004-07-08 18:36 UTC	2004-07-08	10:36	PST	m	2004-07-08 10:36		V	USGS	S	Y
413804121581501	413804121581501	USGS			299.53	2	2004-10-05 19:51 UTC	2004-10-05	11:51	PST	m	2004-10-05 11:51		V	USGS	S	Y
413936121490601	413936121490601	USGS			278.00	1	1982-01-29 12:00 UTC	1982-01-29			D	1982-01-29		L	USGS	S	Y
413936121490601	413936121490601	USGS			280.24	2	2000-08-15 19:43 UTC	2000-08-15	11:43	PST	m	2000-08-15 11:43		V	USGS	S	Y
413936121490601	413936121490601	USGS			281.64	2	2001-04-03 18:33 UTC	2001-04-03	10:33	PST	m	2001-04-03 10:33		V	USGS	S	Y
413936121490601	413936121490601	USGS			282.49	2	2001-07-17 20:41 UTC	2001-07-17	12:41	PST	m	2001-07-17 12:41		V	USGS	S	Y
413936121490601	413936121490601	USGS			283.74	2	2001-10-17 17:56 UTC	2001-10-17	09:56	PST	m	2001-10-17 09:56		V	USGS	S	Y
413936121490601	413936121490601	USGS			283.99	2	2002-01-08 19:42 UTC	2002-01-08	11:42	PST	m	2002-01-08 11:42		V	USGS	S	Y
413936121490601	413936121490601	USGS			283.88	2	2002-04-02 18:00 UTC	2002-04-02	10:00	PST	m	2002-04-02 10:00		V	USGS	S	Y
413936121490601	413936121490601	USGS			284.76	2	2002-07-09 17:21 UTC	2002-07-09	09:21	PST	m	2002-07-09 09:21		V	USGS	S	Y
413936121490601	413936121490601	USGS			286.08	2	2002-10-08 18:30 UTC	2002-10-08	10:30	PST	m	2002-10-08 10:30		V	USGS	S	Y
413936121490601	413936121490601	USGS			286.24	2	2003-01-07 18:16 UTC	2003-01-07	10:16	PST	m	2003-01-07 10:16		V	USGS	S	Y
413936121490601	413936121490601	USGS			285.04	2	2003-04-09 17:45 UTC	2003-04-09	09:45	PST	m	2003-04-09 09:45		V	USGS	S	Y
413936121490601	413936121490601	USGS			284.66	2	2003-07-15 18:19 UTC	2003-07-15	10:19	PST	m	2003-07-15 10:19		V	USGS	S	Y
413936121490601	413936121490601	USGS			285.60	2	2003-10-07 17:52 UTC	2003-10-07	09:52	PST	m	2003-10-07 09:52		V	USGS	S	Y
413936121490601	413936121490601	USGS			285.94	2	2004-01-06 18:04 UTC	2004-01-06	10:04	PST	m	2004-01-06 10:04		V	USGS	S	Y
413936121490601	413936121490601	USGS			284.96	2	2004-04-28 00:40 UTC	2004-04-27	16:40	PST	m	2004-04-27 16:40		V	USGS	S	Y
413936121490601	413936121490601	USGS			285.45	2	2004-07-08 20:18 UTC	2004-07-08	12:18	PST	m	2004-07-08 12:18		V	USGS	S	Y
413936121490601	413936121490601	USGS			286.80	2	2004-10-05 21:13 UTC	2004-10-05	13:13	PST	m	2004-10-05 13:13		V	USGS	S	Y
414043121155501	414043121155501	USGS			158.00	0	1965-12-02 12:00 UTC	1965-12-02			D	1965-12-02		O	USGS	S	Y
414043121155501	414043121155501	USGS			115.48	2	2000-06-29 15:26 UTC	2000-06-29	07:26	PST	m	2000-06-29 07:26		V	USGS	S	Y
414043121155501	414043121155501	USGS			115.75	2	2001-04-05 01:44 UTC	2001-04-04	17:44	PST	m	2001-04-04 17:44		V	USGS	S	Y
414043121155501	414043121155501	USGS			132.16	2	2001-07-18 00:08 UTC	2001-07-17	16:08	PST	m	2001-07-17 16:08	P	V	USGS	S	N
414043121155501	414043121155501	USGS			116.61	2	2001-07-23 15:46 UTC	2001-07-23	07:46	PST	m	2001-07-23 07:46		V	USGS	S	Y
414043121155501	414043121155501	USGS			117.35	2	2001-10-23 16:31 UTC	2001-10-23	08:31	PST	m	2001-10-23 08:31		V	USGS	S	Y
414043121155501	414043121155501	USGS			117.80	2	2002-01-08 18:21 UTC	2002-01-08	10:21	PST	m	2002-01-08 10:21		V	USGS	S	Y
414043121155501	414043121155501	USGS			118.51	2	2002-04-02 17:33 UTC	2002-04-02	09:33	PST	m	2002-04-02 09:33		V	USGS	S	Y
414043121155501	414043121155501	USGS			119.99	2	2002-07-09 16:35 UTC	2002-07-09	08:35	PST	m	2002-07-09 08:35		V	USGS	S	Y
414043121155501	414043121155501	USGS			121.06	2	2002-10-08 16:51 UTC	2002-10-08	08:51	PST	m	2002-10-08 08:51		V	USGS	S	Y
414043121155501	414043121155501	USGS			122.05	2	2003-01-07 23:18 UTC	2003-01-07	15:18	PST	m	2003-01-07 15:18		V	USGS	S	Y
414043121155501	414043121155501	USGS			122.50	2	2003-04-15 22:27 UTC	2003-04-15	14:27	PST	m	2003-04-15 14:27		V	USGS	S	Y
414043121155501	414043121155501	USGS			123.67	2	2003-07-08 22:05 UTC	2003-07-08	14:05	PST	m	2003-07-08 14:05	P	V	USGS	S	N
414043121155501	414043121155501	USGS			124.73	2	2003-10-16 21:45 UTC	2003-10-16	13:45	PST	m	2003-10-16 13:45		V	USGS	S	Y
414043121155501	414043121155501	USGS			125.02	2	2004-01-06 20:34 UTC	2004-01-06	12:34	PST	m	2004-01-06 12:34		V	USGS	S	Y
414043121155501	414043121155501	USGS			125.67	2	2004-04-27 21:57 UTC	2004-04-27	13:57	PST	m	2004-04-27 13:57		V	USGS	S	Y
414043121155501	414043121155501	USGS			129.27	2	2004-07-07 23:04 UTC	2004-07-07	15:04	PST	m	2004-07-07 15:04	P	V	USGS	S	N
414043121155501	414043121155501	USGS			127.68	2	2004-10-13 21:54 UTC	2004-10-13	13:54	PST	m	2004-10-13 13:54		V	USGS	S	Y
414043121155501	414043121155501	USGS			127.79	2	2005-01-04 21:21 UTC	2005-01-04	13:21	PST	m	2005-01-04 13:21		V	USGS	S	Y
414043121155501	414043121155501	USGS			128.37	2	2005-03-29 18:45 UTC	2005-03-29	10:45	PST	m	2005-03-29 10:45		V	USGS	S	Y
414043121155501	414043121155501	USGS			129.62	2	2005-07-12 18:43 UTC	2005-07-12	10:43	PST	m	2005-07-12 10:43		V	USGS	S	Y
414043121155501	414043121155501	USGS			130.44	2	2005-10-04 18:36 UTC	2005-10-04	10:36	PST	m	2005-10-04 10:36		V	USGS	S	Y
414043121155501	414043121155501	USGS			130.56	2	2006-01-10 19:49 UTC	2006-01-10	11:49	PST	m	2006-01-10 11:49		V	USGS	S	Y
414043121155501	414043121155501	USGS			128.78	2	2006-04-04 17:13 UTC	2006-04-04	09:13	PST	m	2006-04-04 09:13		V	USGS	S	Y
414043121155501	414043121155501	USGS			127.78	2	2006-07-11 18:29 UTC	2006-07-11	10:29	PST	m	2006-07-11 10:29		V	USGS	S	Y
414043121155501	414043121155501	USGS			127.20	2	2006-10-17 18:05 UTC	2006-10-17	10:05	PST	m	2006-10-17 10:05		V	USGS	S	Y
414043121155501	414043121155501	USGS			127.45	2	2007-01-09 19:30 UTC	2007-01-09	11:30	PST	m	2007-01-09 11:30		V	USGS	S	Y
414043121155501	414043121155501	USGS			126.87	2	2007-04-03 16:26 UTC	2007-04-03	08:26	PST	m	2007-04-03 08:26		V	USGS	S	Y
414043121155501	414043121155501	USGS			127.75	2	2007-07-10 17:29 UTC	2007-07-10	09:29	PST	m	2007-07-10 09:29		V	USGS	S	Y
414043121155501	414043121155501	USGS			128.37	2	2007-10-02 18:22 UTC	2007-10-02	10:22	PST	m	2007-10-02 10:22		V	USGS	S	Y
414043121155501	414043121155501	USGS			128.28	2	2008-01-08 20:04 UTC	2008-01-08	12:04	PST	m	2008-01-08 12:04		V	USGS	S	Y
414043121155501	414043121155501	USGS			128.97	2	2008-04-01 18:05 UTC	2008-04-01	10:05	PST	m	2008-04-01 10:05		V	USGS	S	Y
414043121155501	414043121155501	USGS			130.06	2	2008-07-08 18:30 UTC	2008-07-08	10:30	PST	m	2008-07-08 10:30		V	USGS	S	Y
414043121155501	414043121155501	USGS			130.96	2	2008-10-07 18:03 UTC	2008-10-07	10:03	PST	m	2008-10-07 10:03		V	USGS	S	Y
414043121155501	414043121155501	USGS			131.45	2	2009-01-06 18:51 UTC	2009-01-06	10:51	PST	m	2009-01-06 10:51		V	USGS	S	Y
414043121155501	414043121155501	USGS			131.71	2	2009-04-02 17:48 UTC	2009-04-02	09:48	PST	m	2009-04-02 09:48		V	USGS	S	Y
414043121155501	414043121155501	USGS			133.20	2	2009-07-08 18:17 UTC	2009-07-08	10:17	PST	m	2009-07-08 10:17		V	USGS	S	Y
414043121155501	414043121155501	USGS			134.46	2	2009-10-06 18:05 UTC	2009-10-06	10:05	PST	m	2009-10-06 10:05		V	USGS	S	Y
414043121155501	414043121155501	USGS			134.98	2	2010-01-12 19:01 UTC	2010-01-12	11:01	PST	m	2010-01-12 11:01		V	USGS	S	Y
414043121155501	414043121155501	USGS			136.15	2	2010-04-06 18:07 UTC	2010-04-06	10:07	PST	m	2010-04-06 10:07		V	USGS	S	Y
414043121155501	414043121155501	USGS			137.63	2	2010-07-14 18:50 UTC	2010-07-14	10:50	PST	m	2010-07-14 10:50		V	USGS	S	Y
414043121155501	414043121155501	USGS			138.37	2	2010-10-05 17:46 UTC	2010-10-05	09:46	PST	m	2010-10-05 09:46		V	USGS	S	Y
414043121155501	414043121155501	USGS			139.25	2	2011-01-11 19:19 UTC	2011-01-11	11:19	PST	m	2011-01-11 11:19		V	USGS	S	Y
414043121155501	414043121155501	USGS			139.55	2	2011-04-05 18:52 UTC	2011-04-05	10:52	PST	m	2011-04-05 10:52		V	USGS	S	Y
414043121155501	414043121155501	USGS			139.18	2	2011-07-12 19:33 UTC	2011-07-12	11:33	PST	m	2011-07-12 11:33		V	USGS	S	Y
414043121155501	414043121155501	USGS			139.05	2	2011-10-04 18:23 UTC	2011-10-04	10:23	PST	m	2011-10-04 10:23		V	USGS	S	Y
414043121155501	414043121155501	USGS			139.61	2	2012-01-10 19:12 UTC	2012-01-10	11:12	PST	m	2012-01-10 11:12		V	USGS	S	Y
414043121155501	414043121155501	USGS			139.94	2	2012-04-03 17:20 UTC	2012-04-03	09:20	PST	m	2012-04-03 09:20		V	USGS	S	Y
414043121155501	414043121155501	USGS			141.56	2	2012-07-06 17:47 UTC	2012-07-06	09:47	PST	m	2012-07-06 09:47	P	V	USGS	S	N
414043121155501	414043121155501	USGS			141.89	2	2012-10-02 18:23 UTC	2012-10-02	10:23	PST	m	2012-10-02 10:23		V	USGS	S	Y
414043121155501	414043121155501	USGS			142.27	2	2013-01-08 19:29 UTC	2013-01-08	11:29	PST	m	2013-01-08 11:29		V	USGS	S	Y
414043121155501	414043121155501	USGS			141.61	2	2013-03-28 19:47 UTC	2013-03-28	11:47	PST	m	2013-03-28 11:47		V	USGS	S	Y
414043121155501	414043121155501	USGS			141.93	2	2013-07-09 21:18 UTC	2013-07-09	13:18	PST	m	2013-07-09 13:18		V	USGS	S	Y
414043121155501	414043121155501	USGS			142.45	2	2013-10-22 22:46 UTC	2013-10-22	14:46	PST	m	2013-10-22 14:46		V	USGS	S	Y
414043121155501	414043121155501	USGS			143.00	2	2014-01-08 21:21 UTC	2014-01-08	13:21	PST	m	2014-01-08 13:21		V	USGS	S	Y
414043121155501	414043121155501	USGS			143.46	2	2014-04-02 17:40 UTC	2014-04-02	09:40	PST	m	2014-04-02 09:40		V	USGS	S	Y
414043121155501	414043121155501	USGS			145.06	2	2014-07-09 19:31 UTC	2014-07-09	11:31	PST	m	2014-07-09 11:31		V	USGS	S	Y
414043121155501	414043121155501	USGS			145.89	2	2014-10-02 20:47 UTC	2014-10-02	12:47	PST	m	2014-10-02 12:47		V	USGS	S	Y
